name,province,region,English,French,both,either,neither,total,engperc,frenperc
Donalda,pr48,British Columbia,260,5,5,260,0,260,100,1.923076923
Flagstaff County,pr48,British Columbia,3200,45,45,3200,40,3240,98.7654321,1.388888889
Alliance,pr48,British Columbia,170,10,10,170,0,170,100,5.882352941
Galahad,pr48,British Columbia,100,0,0,100,0,100,100,0
Forestburg,pr48,British Columbia,825,30,30,825,0,825,100,3.636363636
Heisler,pr48,British Columbia,150,0,0,150,0,150,100,0
Daysland,pr48,British Columbia,805,15,15,805,0,805,100,1.863354037
Strome,pr48,British Columbia,230,5,5,230,0,230,100,2.173913043
Killam,pr48,British Columbia,940,10,10,940,5,945,99.47089947,1.058201058
Sedgewick,pr48,British Columbia,850,20,20,850,0,850,100,2.352941176
Lougheed,pr48,British Columbia,225,5,5,225,15,240,93.75,2.083333333
Hardisty,pr48,British Columbia,625,15,15,625,0,625,100,2.4
Wainwright No. 61,pr48,British Columbia,4100,240,210,4130,15,4145,98.91435464,5.790108565
Chauvin,pr48,British Columbia,335,5,5,335,0,335,100,1.492537313
Edgerton,pr48,British Columbia,315,10,10,315,0,315,100,3.174603175
Wainwright,pr48,British Columbia,5660,350,340,5670,15,5685,99.56024626,6.156552331
Irma,pr48,British Columbia,460,20,20,460,0,460,100,4.347826087
Red Deer County,pr48,British Columbia,17745,660,655,17750,35,17785,99.77509137,3.710992409
Elnora,pr48,British Columbia,310,10,10,310,0,310,100,3.225806452
Delburne,pr48,British Columbia,825,15,15,825,0,825,100,1.818181818
Jarvis Bay,pr48,British Columbia,205,15,15,205,0,205,100,7.317073171
Bowden,pr48,British Columbia,1240,30,30,1240,5,1245,99.59839357,2.409638554
Innisfail,pr48,British Columbia,7855,255,255,7855,15,7870,99.8094028,3.240152478
Penhold,pr48,British Columbia,2375,90,90,2375,5,2380,99.78991597,3.781512605
Red Deer,pr48,British Columbia,88835,5085,5040,88880,500,89380,99.3902439,5.689192213
Sylvan Lake,pr48,British Columbia,12200,785,780,12205,5,12210,99.91809992,6.429156429
Norglenwold,pr48,British Columbia,230,10,10,230,0,230,100,4.347826087
Lacombe County,pr48,British Columbia,10270,330,330,10270,45,10315,99.56374212,3.19922443
Birchcliff,pr48,British Columbia,115,10,10,115,0,115,100,8.695652174
Eckville,pr48,British Columbia,1120,15,15,1120,0,1120,100,1.339285714
Bentley,pr48,British Columbia,1055,25,25,1055,10,1065,99.06103286,2.34741784
Sunbreaker Cove,pr48,British Columbia,65,0,0,65,0,65,100,0
Gull Lake,pr48,British Columbia,125,5,5,125,0,125,100,4
Blackfalds,pr48,British Columbia,6280,295,290,6285,15,6300,99.68253968,4.682539683
Lacombe,pr48,British Columbia,11505,635,630,11510,30,11540,99.69670711,5.502599653
Clive,pr48,British Columbia,680,5,5,680,0,680,100,0.735294118
Alix,pr48,British Columbia,830,20,20,830,0,830,100,2.409638554
Ponoka County,pr48,British Columbia,8595,180,175,8600,10,8610,99.82578397,2.090592334
Ponoka,pr48,British Columbia,6560,170,170,6560,15,6575,99.77186312,2.585551331
Parkland Beach,pr48,British Columbia,125,10,10,125,0,125,100,8
Rimbey,pr48,British Columbia,2315,45,45,2315,5,2320,99.78448276,1.939655172
Samson 137,pr48,British Columbia,3735,5,5,3735,0,3735,100,0.133868809
Montana 139,pr48,British Columbia,650,0,0,650,0,650,100,0
Clearwater County,pr48,British Columbia,12265,390,385,12270,5,12275,99.9185336,3.177189409
Caroline,pr48,British Columbia,500,20,20,500,0,500,100,4
Rocky Mountain House,pr48,British Columbia,6780,300,300,6780,10,6790,99.85272459,4.41826215
O Chiese 203,pr48,British Columbia,745,0,0,745,5,750,99.33333333,0
Sunchild 202,pr48,British Columbia,670,0,0,670,5,675,99.25925926,0
Big Horn 144A,pr48,British Columbia,135,0,0,135,0,135,100,0
Camrose County,pr48,British Columbia,7715,220,220,7715,5,7720,99.93523316,2.849740933
Bashaw,pr48,British Columbia,850,20,20,850,0,850,100,2.352941176
Rosalind,pr48,British Columbia,190,5,5,190,0,190,100,2.631578947
Ferintosh,pr48,British Columbia,180,5,5,180,0,180,100,2.777777778
Edberg,pr48,British Columbia,165,5,5,165,0,165,100,3.03030303
New Norway,pr48,British Columbia,280,10,10,280,0,280,100,3.571428571
Bawlf,pr48,British Columbia,405,10,10,405,0,405,100,2.469135802
Camrose,pr48,British Columbia,16895,585,580,16900,35,16935,99.76380278,3.454384411
Bittern Lake,pr48,British Columbia,225,5,5,225,0,225,100,2.222222222
Hay Lakes,pr48,British Columbia,420,15,15,420,0,420,100,3.571428571
Beaver County,pr48,British Columbia,5670,170,170,5670,15,5685,99.73614776,2.990325418
Tofield,pr48,British Columbia,2070,90,90,2070,10,2080,99.51923077,4.326923077
Ryley,pr48,British Columbia,495,20,20,495,0,495,100,4.04040404
Holden,pr48,British Columbia,375,5,5,375,0,375,100,1.333333333
Viking,pr48,British Columbia,990,20,20,990,5,995,99.49748744,2.010050251
Minburn County No. 27,pr48,British Columbia,3210,55,55,3210,70,3280,97.86585366,1.676829268
Vegreville,pr48,British Columbia,5410,160,160,5410,15,5425,99.7235023,2.949308756
Innisfree,pr48,British Columbia,215,5,5,215,0,215,100,2.325581395
Minburn,pr48,British Columbia,105,5,5,105,0,105,100,4.761904762
Mannville,pr48,British Columbia,780,15,15,780,0,780,100,1.923076923
Vermilion River County,pr48,British Columbia,7890,185,185,7890,5,7895,99.93666878,2.343255225
Paradise Valley,pr48,British Columbia,170,5,5,170,0,170,100,2.941176471
Lloydminster,pr48,British Columbia,17780,920,910,17790,35,17825,99.74754558,5.161290323
Kitscoty,pr48,British Columbia,845,35,35,845,0,845,100,4.142011834
Vermilion,pr48,British Columbia,3750,110,110,3750,5,3755,99.86684421,2.92942743
Marwayne,pr48,British Columbia,610,15,15,610,0,610,100,2.459016393
Dewberry,pr48,British Columbia,200,5,5,200,0,200,100,2.5
Two Hills County No. 21,pr48,British Columbia,3075,85,85,3075,90,3165,97.1563981,2.685624013
Myrnam,pr48,British Columbia,340,10,10,340,0,340,100,2.941176471
Two Hills,pr48,British Columbia,1140,35,35,1140,150,1290,88.37209302,2.713178295
Willingdon,pr48,British Columbia,250,10,10,250,10,260,96.15384615,3.846153846
Lamont County,pr48,British Columbia,3865,115,115,3865,5,3870,99.87080103,2.971576227
Andrew,pr48,British Columbia,360,10,10,360,0,360,100,2.777777778
Mundare,pr48,British Columbia,825,35,35,825,0,825,100,4.242424242
Chipman,pr48,British Columbia,280,15,15,280,0,280,100,5.357142857
Lamont,pr48,British Columbia,1625,45,45,1625,5,1630,99.69325153,2.760736196
Bruderheim,pr48,British Columbia,1155,45,45,1155,0,1155,100,3.896103896
Makaoo (Part) 120,pr48,British Columbia,180,0,0,180,0,180,100,0
Wetaskiwin County No. 10,pr48,British Columbia,10835,325,320,10840,30,10870,99.67801288,2.989880405
Wetaskiwin,pr48,British Columbia,12195,465,460,12200,35,12235,99.67306906,3.800572129
Grandview,pr48,British Columbia,110,5,5,110,0,110,100,4.545454545
Poplar Bay,pr48,British Columbia,80,5,5,80,0,80,100,6.25
Norris Beach,pr48,British Columbia,45,0,0,45,0,45,100,0
Ma-Me-O Beach,pr48,British Columbia,115,10,10,115,0,115,100,8.695652174
Silver Beach,pr48,British Columbia,50,0,0,50,0,50,100,0
Millet,pr48,British Columbia,2095,75,75,2095,0,2095,100,3.579952267
Leduc County,pr48,British Columbia,13520,720,715,13525,10,13535,99.88917621,5.319541928
Beaumont,pr48,British Columbia,13240,1930,1915,13255,30,13285,99.66127211,14.52766278
Leduc,pr48,British Columbia,24050,1320,1310,24060,55,24115,99.73045822,5.473771512
Devon,pr48,British Columbia,6440,220,220,6440,5,6445,99.92242048,3.413498836
Calmar,pr48,British Columbia,1965,55,55,1965,5,1970,99.74619289,2.791878173
Sundance Beach,pr48,British Columbia,85,5,5,85,0,85,100,5.882352941
Thorsby,pr48,British Columbia,790,25,25,790,10,800,98.75,3.125
Golden Days,pr48,British Columbia,140,5,5,140,0,140,100,3.571428571
Warburg,pr48,British Columbia,785,25,25,785,5,790,99.36708861,3.164556962
Breton,pr48,British Columbia,475,10,10,475,0,475,100,2.105263158
Drayton Valley,pr48,British Columbia,6965,200,195,6970,10,6980,99.78510029,2.865329513
Brazeau County,pr48,British Columbia,7175,125,115,7185,5,7190,99.79137691,1.73852573
Parkland County,pr48,British Columbia,30440,1565,1550,30455,25,30480,99.8687664,5.134514436
Seba Beach,pr48,British Columbia,145,5,5,145,0,145,100,3.448275862
Wabamun,pr48,British Columbia,655,20,20,655,0,655,100,3.053435115
Spring Lake,pr48,British Columbia,530,30,30,530,0,530,100,5.660377358
Stony Plain,pr48,British Columbia,14735,885,880,14740,25,14765,99.7968168,5.993904504
Spruce Grove,pr48,British Columbia,26075,1445,1435,26085,35,26120,99.82771822,5.532159265
Strathcona County,pr48,British Columbia,91820,6415,6365,91870,160,92030,99.77181354,6.970553081
Fort Saskatchewan,pr48,British Columbia,18845,1110,1105,18850,20,18870,99.86751457,5.882352941
Sturgeon County,pr48,British Columbia,19490,1580,1545,19525,15,19540,99.74411464,8.085977482
Edmonton,pr48,British Columbia,784130,59285,58210,785205,15995,801200,97.86944583,7.399525711
St. Albert,pr48,British Columbia,60440,6595,6545,60490,105,60595,99.74420332,10.88373628
Gibbons,pr48,British Columbia,3025,165,165,3025,0,3025,100,5.454545455
Redwater,pr48,British Columbia,1910,80,75,1915,0,1915,99.73890339,4.177545692
Bon Accord,pr48,British Columbia,1490,90,85,1495,0,1495,99.66555184,6.02006689
Morinville,pr48,British Columbia,8500,990,980,8510,5,8515,99.82384028,11.6265414
Legal,pr48,British Columbia,1220,335,325,1230,0,1230,99.18699187,27.23577236
Ermineskin 138,pr48,British Columbia,1810,0,0,1810,0,1810,100,0
Pigeon Lake 138A,pr48,British Columbia,480,0,0,480,0,480,100,0
Louis Bull 138B,pr48,British Columbia,1305,0,0,1305,0,1305,100,0
Stony Plain 135,pr48,British Columbia,990,5,5,990,0,990,100,0.505050505
Alexander 134,pr48,British Columbia,1030,10,10,1030,0,1030,100,0.970873786
Wabamun 133A,pr48,British Columbia,1070,5,5,1070,0,1070,100,0.46728972
Cold Lake,pr48,British Columbia,13730,1950,1885,13795,15,13810,99.42070963,14.12020275
Bonnyville No. 87,pr48,British Columbia,11185,1350,1345,11190,0,11190,99.95531725,12.06434316
Bonnyville,pr48,British Columbia,6030,750,740,6040,20,6060,99.5049505,12.37623762
Bonnyville Beach,pr48,British Columbia,95,40,40,95,0,95,100,42.10526316
Glendon,pr48,British Columbia,485,30,25,490,5,495,97.97979798,6.060606061
Pelican Narrows,pr48,British Columbia,160,55,55,160,0,160,100,34.375
St. Paul County No. 19,pr48,British Columbia,5820,1065,1055,5830,5,5835,99.74293059,18.25192802
Elk Point,pr48,British Columbia,1415,70,70,1415,0,1415,100,4.946996466
St. Paul,pr48,British Columbia,5155,1135,1110,5180,15,5195,99.23002887,21.8479307
Smoky Lake County,pr48,British Columbia,3910,85,85,3910,0,3910,100,2.173913043
Vilna,pr48,British Columbia,215,5,5,215,0,215,100,2.325581395
Waskatenau,pr48,British Columbia,255,10,10,255,0,255,100,3.921568627
Smoky Lake,pr48,British Columbia,950,20,20,950,0,950,100,2.105263158
Lac la Biche County,pr48,British Columbia,8300,1035,1025,8310,35,8345,99.46075494,12.40263631
Unipouheos 121,pr48,British Columbia,810,0,0,810,0,810,100,0
Puskiakiwenin 122,pr48,British Columbia,480,0,0,480,0,480,100,0
White Fish Lake 128,pr48,British Columbia,1160,0,0,1160,0,1160,100,0
Cold Lake 149,pr48,British Columbia,595,5,5,595,0,595,100,0.840336134
Kehewin 123,pr48,British Columbia,1055,0,0,1055,0,1055,100,0
Cold Lake 149A,pr48,British Columbia,45,0,0,45,0,45,100,0
Cold Lake 149B,pr48,British Columbia,150,5,5,150,0,150,100,3.333333333
Beaver Lake 131,pr48,British Columbia,415,0,0,415,0,415,100,0
Heart Lake 167,pr48,British Columbia,160,0,0,160,0,160,100,0
Lac Ste. Anne County,pr48,British Columbia,10200,355,350,10205,5,10210,99.90205681,3.47698335
Mayerthorpe,pr48,British Columbia,1355,30,30,1355,0,1355,100,2.21402214
Val Quentin,pr48,British Columbia,155,5,5,155,0,155,100,3.225806452
West Cove,pr48,British Columbia,120,10,10,120,0,120,100,8.333333333
Yellowstone,pr48,British Columbia,125,5,5,125,0,125,100,4
Ross Haven,pr48,British Columbia,140,15,15,140,0,140,100,10.71428571
Silver Sands,pr48,British Columbia,85,5,5,85,0,85,100,5.882352941
Sunset Point,pr48,British Columbia,225,10,10,225,0,225,100,4.444444444
Alberta Beach,pr48,British Columbia,865,25,25,865,5,870,99.42528736,2.873563218
Birch Cove,pr48,British Columbia,45,5,5,45,0,45,100,11.11111111
Onoway,pr48,British Columbia,1040,30,30,1040,5,1045,99.5215311,2.870813397
Sandy Beach,pr48,British Columbia,220,10,10,220,0,220,100,4.545454545
Sunrise Beach,pr48,British Columbia,145,5,5,145,0,145,100,3.448275862
Barrhead County No. 11,pr48,British Columbia,6075,200,200,6075,10,6085,99.83566146,3.286770748
Barrhead,pr48,British Columbia,4275,200,195,4280,20,4300,99.41860465,4.651162791
Westlock County,pr48,British Columbia,7605,430,430,7605,35,7640,99.54188482,5.628272251
Woodlands County,pr48,British Columbia,4300,155,150,4305,10,4315,99.65237543,3.59212051
Whitecourt,pr48,British Columbia,9585,540,540,9585,20,9605,99.79177512,5.622071838
Westlock,pr48,British Columbia,4565,235,235,4565,5,4570,99.89059081,5.142231947
Clyde,pr48,British Columbia,495,15,15,495,0,495,100,3.03030303
Thorhild County No. 7,pr48,British Columbia,3380,90,90,3380,10,3390,99.70501475,2.654867257
Athabasca County,pr48,British Columbia,7650,470,465,7655,10,7665,99.80430528,6.131767776
Mewatha Beach,pr48,British Columbia,80,5,5,80,0,80,100,6.25
Boyle,pr48,British Columbia,910,35,35,910,10,920,98.91304348,3.804347826
Sunset Beach,pr48,British Columbia,45,0,0,45,0,45,100,0
Athabasca,pr48,British Columbia,2895,195,195,2895,5,2900,99.82758621,6.724137931
Island Lake,pr48,British Columbia,240,25,25,240,0,240,100,10.41666667
Island Lake South,pr48,British Columbia,75,5,5,75,0,75,100,6.666666667
Bondiss,pr48,British Columbia,105,10,10,105,0,105,100,9.523809524
South Baptiste,pr48,British Columbia,50,0,0,50,0,50,100,0
West Baptiste,pr48,British Columbia,50,0,0,50,0,50,100,0
Whispering Hills,pr48,British Columbia,110,10,10,110,0,110,100,9.090909091
Alexis 133,pr48,British Columbia,820,20,20,820,0,820,100,2.43902439
Yellowhead County,pr48,British Columbia,10365,470,465,10370,25,10395,99.71139971,4.521404521
Hinton,pr48,British Columbia,9610,915,910,9615,25,9640,99.68879668,9.491701245
Edson,pr48,British Columbia,8345,505,500,8350,15,8365,99.76090855,6.037059175
Crowsnest Pass,pr48,British Columbia,5425,180,180,5425,10,5435,99.81600736,3.311867525
Kananaskis,pr48,British Columbia,250,40,40,250,0,250,100,16
Bighorn No. 8,pr48,British Columbia,1330,160,155,1335,0,1335,99.62546816,11.98501873
Canmore,pr48,British Columbia,12210,2450,2425,12235,25,12260,99.59216966,19.98368679
Ghost Lake,pr48,British Columbia,80,5,5,80,0,80,100,6.25
Waiparous,pr48,British Columbia,45,5,5,45,0,45,100,11.11111111
Improvement District No.  9 Banff,pr48,British Columbia,1175,150,150,1175,0,1175,100,12.76595745
Jasper,pr48,British Columbia,4020,675,670,4025,5,4030,99.75186104,16.74937965
Banff,pr48,British Columbia,7490,955,945,7500,80,7580,98.81266491,12.59894459
Ranchland No. 66,pr48,British Columbia,80,0,0,80,0,80,100,0
"Stoney 142, 143, 144",pr48,British Columbia,3490,20,20,3490,5,3495,99.85693848,0.572246066
Wood Buffalo,pr48,British Columbia,65030,4800,4700,65130,385,65515,99.25971152,7.326566435
Janvier 194,pr48,British Columbia,295,0,0,295,0,295,100,0
Gregoire Lake 176,pr48,British Columbia,275,0,0,275,0,275,100,0
Allison Bay 219,pr48,British Columbia,85,0,0,85,0,85,100,0
Dog Head 218,pr48,British Columbia,110,0,0,110,5,115,95.65217391,0
Fort Mackay,pr48,British Columbia,560,10,10,560,0,560,100,1.785714286
High Prairie,pr48,British Columbia,2540,110,110,2540,5,2545,99.80353635,4.322200393
Swan Hills,pr48,British Columbia,1465,70,70,1465,0,1465,100,4.778156997
Northern Sunrise County,pr48,British Columbia,1770,450,430,1790,5,1795,98.60724234,25.06963788
Big Lakes,pr48,British Columbia,5905,185,185,5905,0,5905,100,3.132938188
Slave Lake,pr48,British Columbia,6745,265,260,6750,10,6760,99.77810651,3.920118343
Opportunity No. 17,pr48,British Columbia,3055,35,35,3055,20,3075,99.3495935,1.138211382
Lesser Slave River No.124,pr48,British Columbia,2925,105,105,2925,0,2925,100,3.58974359
Nampa,pr48,British Columbia,355,25,20,360,5,365,97.26027397,6.849315068
Clear Hills,pr48,British Columbia,2645,45,40,2650,155,2805,94.29590018,1.604278075
Hines Creek,pr48,British Columbia,380,10,10,380,0,380,100,2.631578947
Northern Lights County,pr48,British Columbia,4110,150,150,4110,5,4115,99.87849332,3.645200486
Manning,pr48,British Columbia,1105,25,25,1105,5,1110,99.54954955,2.252252252
High Level,pr48,British Columbia,3615,110,110,3615,15,3630,99.58677686,3.03030303
Mackenzie County SM,pr48,British Columbia,10185,90,85,10190,720,10910,93.35472044,0.824931256
Rainbow Lake,pr48,British Columbia,870,30,30,870,5,875,99.42857143,3.428571429
Jean Baptiste Gambler 183,pr48,British Columbia,250,0,0,250,0,250,100,0
Wabasca 166,pr48,British Columbia,150,0,0,150,0,150,100,0
Wabasca 166A,pr48,British Columbia,730,5,5,730,0,730,100,0.684931507
Wabasca 166B,pr48,British Columbia,250,0,0,250,0,250,100,0
Wabasca 166C,pr48,British Columbia,180,0,0,180,0,180,100,0
Wabasca 166D,pr48,British Columbia,890,5,5,890,0,890,100,0.561797753
Utikoomak Lake 155,pr48,British Columbia,640,0,0,640,0,640,100,0
Utikoomak Lake 155A,pr48,British Columbia,120,0,0,120,0,120,100,0
Drift Pile River 150,pr48,British Columbia,800,5,5,800,0,800,100,0.625
Sucker Creek 150A,pr48,British Columbia,675,5,5,675,0,675,100,0.740740741
Swan River 150E,pr48,British Columbia,310,0,0,310,0,310,100,0
Sawridge 150G,pr48,British Columbia,45,0,0,45,0,45,100,0
Fox Lake 162,pr48,British Columbia,1855,10,10,1855,25,1880,98.67021277,0.531914894
Kapawe no First Nation (Freeman 150B),pr48,British Columbia,115,0,0,115,0,115,100,0
John d Or Prairie 215,pr48,British Columbia,1125,5,5,1125,0,1125,100,0.444444444
Tall Cree 173,pr48,British Columbia,205,5,5,205,0,205,100,2.43902439
Tall Cree 173A,pr48,British Columbia,170,5,5,170,0,170,100,2.941176471
Boyer 164,pr48,British Columbia,210,0,0,210,0,210,100,0
Child Lake 164A,pr48,British Columbia,185,0,0,185,0,185,100,0
Hay Lake 209,pr48,British Columbia,935,5,5,935,15,950,98.42105263,0.526315789
Bushe River 207,pr48,British Columbia,490,0,0,490,0,490,100,0
Upper Hay River 212,pr48,British Columbia,290,0,0,290,0,290,100,0
Little Buffalo S-É,pr48,British Columbia,385,0,0,385,0,385,100,0
Desmarais,pr48,British Columbia,125,5,5,125,0,125,100,4
Woodland Cree 226,pr48,British Columbia,700,0,0,700,0,700,100,0
Woodland Cree 228,pr48,British Columbia,145,0,0,145,0,145,100,0
Fort Vermilion 173B,pr48,British Columbia,95,0,0,95,0,95,100,0
Loon Lake 235,pr48,British Columbia,510,0,0,510,0,510,100,0
Fox Creek,pr48,British Columbia,1970,65,65,1970,0,1970,100,3.299492386
Grande Cache,pr48,British Columbia,4240,240,240,4240,15,4255,99.64747356,5.640423032
Greenview No. 16,pr48,British Columbia,5285,170,170,5285,15,5300,99.71698113,3.20754717
Valleyview,pr48,British Columbia,1735,65,65,1735,5,1740,99.71264368,3.735632184
Sturgeon Lake 154,pr48,British Columbia,1160,5,5,1160,0,1160,100,0.431034483
Grande Prairie County No. 1,pr48,British Columbia,20285,980,975,20290,45,20335,99.75411851,4.819277108
Hythe,pr48,British Columbia,780,10,10,780,10,790,98.73417722,1.265822785
Beaverlodge,pr48,British Columbia,2350,60,60,2350,15,2365,99.36575053,2.536997886
Wembley,pr48,British Columbia,1385,60,60,1385,0,1385,100,4.332129964
Grande Prairie,pr48,British Columbia,54465,3955,3890,54530,160,54690,99.58859024,7.231669409
Sexsmith,pr48,British Columbia,2420,80,80,2420,0,2420,100,3.305785124
Peace River,pr48,British Columbia,6635,795,785,6645,40,6685,99.25205684,11.89229619
Smoky River No. 130,pr48,British Columbia,2100,1105,1075,2130,5,2135,98.36065574,51.75644028
McLennan,pr48,British Columbia,740,160,160,740,0,740,100,21.62162162
Donnelly,pr48,British Columbia,300,195,185,310,0,310,96.77419355,62.90322581
Falher,pr48,British Columbia,960,595,560,995,0,995,96.48241206,59.79899497
Girouxville,pr48,British Columbia,250,160,145,265,0,265,94.33962264,60.37735849
Birch Hills County,pr48,British Columbia,1560,160,160,1560,25,1585,98.42271293,10.09463722
Spirit River No. 133,pr48,British Columbia,710,20,20,710,5,715,99.3006993,2.797202797
Rycroft,pr48,British Columbia,625,20,20,625,0,625,100,3.2
Spirit River,pr48,British Columbia,1010,40,40,1010,5,1015,99.50738916,3.9408867
Saddle Hills County,pr48,British Columbia,2290,40,40,2290,0,2290,100,1.746724891
Fairview No. 136,pr48,British Columbia,1670,25,25,1670,0,1670,100,1.497005988
Fairview,pr48,British Columbia,3075,70,70,3075,0,3075,100,2.276422764
